Name,Address,Bedroom,Bathroom,Total_area,Price
Apartemen 3+1BR Nirvana Boutique Residence 6.9M ng Furnish Bgs Kemang Twr Ebony,"Kemang, Jakarta Selatan",4,4,350 m²," 6,900,000,000"
apartemen ambassade residences diantara kedubes negara lain,"Kuningan, Jakarta Selatan",1,1,32 m²," 950,000,000"
Apartement 1BR Ciputra World 2 Kuningan Jakarta Full Furnish,"Kuningan, Jakarta Selatan",1,1,51 m²," 1,900,000,000"
Apartemen Dijual Pantai Mutiara Twr Damar hdp Timur Pluit FF 2KT lt.158m2,"Pluit, Jakarta Utara",2,2,158 m²," 3,000,000,000"
DIJUAL APARTEMEN PERMATA HIJAU FULL FURNISHED HARGA MURAH NEGO,"Permata Hijau, Jakarta Selatan",3,2,140 m²," 2,500,000,000"
Apartemen mewah dan terjangkau jakarta pusat,"Cempaka Putih, Jakarta Pusat",2,2,122 m²," 1,700,000,000"
APARTEMEN GADING NIAS 2 KAMAR SERTIFIKAT MURAH KELAPA GADING,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 210,000,000"
"Apartemen Centro City, 53m2, 2kt, 1km, View City","Kedoya Utara, Jakarta Barat",2,1,53 m²," 600,000,000"
Dijual Apartment Mewah Casa Grande di kota kasablanka jakarta selatan,"Menteng Dalam, Jakarta Selatan",2,2,76 m²," 2,600,000,000"
DIJUAL CEPAT APARTEMEN KALIBATA CITY AKASIA LT 9 2BR FULLY SHM,"Kalibata, Jakarta Selatan",2,1,28 m²," 355,000,000"
Apt northland ancol residence bu,"Pademangan Barat, Jakarta Utara",1,1,31 m²," 375,000,000"
APARTEMEN KELAPA GADING HANYA 170 JUTA SEMI FURNISH SERTIFIKAT MURAH.,"Kelapa Gading, Jakarta Utara",1,1,21 m²," 170,000,000"
DiJual Cepat Apartement Kemang Mansion 1 BR Kondisi Full Furnished,"Kemang, Jakarta Selatan",1,1,62 m²," 1,300,000,000"
APARTEMEN TANPA DP DI JAKARTA BARAT,"Cengkareng Timur, Jakarta Barat",1,1,33 m²," 500,000,000"
Apartemen Kalibata Tower Borneo,"Kalibata, Jakarta Selatan",2,1,36 m²," 285,000,000"
JUAL Apartemen 1BR  Full Furnish  The NEWTON 1 @Ciputra World 2 Kuningan Jaksel,"Kuningan, Jakarta Selatan",1,1,42 m²," 2,500,000,000"
Apartemen Citra Living Tipe ST Desain Modern Minimalis Full Furnished,"Kalideres, Jakarta Barat",1,1,19 m²," 755,910,000"
Apartemen Tifolia type Studio,Jakarta Timur,1,1,19 m²," 300,000,000"
Condovilla Apple 3 Lebak Bulus dijual KPR sd 20 th 699 jtaan Tipe Studio - 3 KT,"Lebak Bulus, Jakarta Selatan",1,1,23 m²," 699,000,000"
Apartemen Pondok Indah Jakarta Selatan,"Pondok Indah, Jakarta Selatan",1,1,35 m²," 700,000,000"
Apartemen 1BR the Mansion Kemayoran 1.25 M ng 57 m2 byk unit,"Pademangan Timur, Jakarta Utara",1,1,57 m²," 1,250,000,000"
Di jual Apartemen Tokyo Riverside 2br uk 38m Termurah,"Pantai Indah Kapuk, Jakarta Utara",2,1,38 m²," 490,000,000"
2 Bedrooms Unit in the Heart of SCBD is Offered to New Owner,"Sudirman, Jakarta Selatan",2,2,117 m²," 4,200,000,000"
Dijual Apartemen 3+1 BR Sherwood 2.35 M nego Furnish Timur Kelapa Gading,"Kelapa Gading Barat, Jakarta Utara",4,3,122 m²," 2,350,000,000"
JUAL CEPAT MURAH APARTEMEN MEDIT GAJAH MADA LOKASI TENGAH KOTA SHM,"Taman Sari, Jakarta Barat",3,2,66 m²," 590,000,000"
FOR SALE VERDE TWO COMBINE UNIT,"Kebayoran Baru, Jakarta Selatan",4,5,460 m²," 31,000,000,000"
Apartemen gold coast,"Pantai Indah Kapuk, Jakarta Utara",2,2,90 m²," 2,300,000,000"
Apartemen Green Pramuka City 2 Br Siap Huni,Jakarta Pusat,2,1,33 m²," 599,999,000"
Apartemen Pantai Mutiara view Laut jrg ada 150 m2 3KT lt rendah Pluit,"Penjaringan, Jakarta Utara",4,4,150 m²," 4,000,000,000"
New Royal Tower lantai 19 Furnish TERMURAH (2 kamar) St Moritz Puri,"Puri Indah, Jakarta Barat",2,1,84 m²," 2,800,000,000"
Dijual condo grenbay sea view,"Pluit, Jakarta Utara",2,2,74 m²," 1,100,000,000"
Apartemen di Jati Padang 2 lt 1 Bed Brand New hanya 1M konsep Condovilla Apple 1,"Pasar Minggu, Jakarta Selatan",1,1,29 m²," 1,012,368,000"
Dijual Apartemen Kedoya Elok Penthouse 3 Bed Full Furnish,"Kembangan, Jakarta Barat",3,3,350 m²," 8,950,000,000"
Apartemen 3+1KT Twr D Murah Gading Resort Residence Kelapa Gading Furnish,"Kelapa Gading Barat, Jakarta Utara",4,3,105 m²," 1,700,000,000"
DIJUAL CEPAT  1 UNIT APARTEMEN DI GREEN KALIBATA CITY  TOWER RAFLES,"Kalibata, Jakarta Selatan",2,1,29 m²," 585,000,000"
"Best Deal Apt. Point Square, 3BR, 108m2, Rp2,2M, Skybridge MRT, Nego","Cilandak, Jakarta Selatan",3,2,108 m²," 2,200,000,000"
Apartemen Dijual Greenlake Sunter Tower Northern View POOL,Jakarta Utara,1,1,21 m²," 350,000,000"
Apt ancol mansion,"Pademangan, Jakarta Utara",1,1,50 m²," 850,000,000"
Apartemen Grand ITC Permata Hijau dijual Full furnish Lux 3 Bed Room,"Kebayoran Lama, Jakarta Selatan",3,2,127 m²," 2,750,000,000"
"URGENT, APARTEMEN 2 BR CIPUTRA WORLD 2 KUNINGAN JAKARTA SELATAN","Kuningan, Jakarta Selatan",2,2,78 m²," 2,900,000,000"
Dijual Cepat Kusuma Chandra Tipe 2 Kamar Tidur Fully Furnished,"Senayan, Jakarta Selatan",2,2,124 m²," 4,000,000,000"
Apartemen Gading Resort Residence 3 BR 1.8 M ng Twr E Furnish,"Kelapa Gading Barat, Jakarta Utara",3,2,105 m²," 1,800,000,000"
Di jual Apartemen di Cengkareng tanpa dp fully furnish interior cukup BF aja,"Cengkareng, Jakarta Barat",2,2,75 m²," 1,935,000,000"
FOR SALE / RENT KEMPINSKI,"Thamrin, Jakarta Pusat",3,2,252 m²," 12,000,000,000"
Apartemen dijual Taman Sari Semanggi 62m2 1BR Furnish Lux view Ciputra World,"SetiaBudi, Jakarta Selatan",1,1,62 m²," 1,799,000,000"
DIJUAL APARTEMEN 2 KAMAR NEMPEL STASIUN KRL DAN BUSWAY,"Tanjung Barat, Jakarta Selatan",2,1,43 m²," 1,225,000,000"
Di Jual apartemen 9 Residence,"Mampang Prapatan, Jakarta Selatan",1,1,76 m²," 750,000,000"
"APARTEMEN MAHATA PERUMNAS TANJUNG BARAT, JAKARTA SELATAN","Tanjung Barat, Jakarta Selatan",1,1,22 m²," 600,000,000"
"Apartemen Setiabudi dijual 2 unit jd 1, lantai 12 view Sudirman, Setiabudi","SetiaBudi, Jakarta Selatan",6,5,208 m²," 6,000,000,000"
APARTEMEN JAKARTA SIAP HUNI TANPA DP CICILAN RINGAN DAN PROSES MUDAH,"Kalideres, Jakarta Barat",1,1,25 m²," 550,000,000"
Dijual Apartemen 2BR Tower Jasmin Kalibata City Jakarta Selatan,"Kalibata, Jakarta Selatan",2,1,33 m²," 335,000,000"
Apt park view sunter bu,"Sunter Jaya, Jakarta Utara",1,1,35 m²," 399,000,000"
Jual Cepat Apartemen Menteng Square,"Menteng, Jakarta Pusat",2,1,33 m²," 450,000,000"
Dijual Apartemen 2BR Hook Kalibata City Jakarta Selatan,"Kalibata, Jakarta Selatan",2,1,33 m²," 435,000,000"
DIJUAL APARTEMEN MEDITERANIA GADING RESIDENCE 3 KT + SEMI FURNISH.,"Kelapa Gading, Jakarta Utara",3,2,88 m²," 860,000,000"
Apartemen Kuningan Place 2KT lt.18 Furnish Sgt Murah HR. Rasuna Said,"Menteng Atas, Jakarta Selatan",2,1,61 m²," 895,000,000"
Apartemen 3BR Belmont Residence 1.25 M nego Twr Athena Srengseng Kembangan,"Srengseng, Jakarta Barat",3,2,66 m²," 1,250,000,000"
Apartemen Kelapa Gading Square Hawaian Bay MOI,"Kelapa Gading, Jakarta Utara",2,1,45 m²," 700,000,000"
"Dijual apartment di Bassura City, Jakarta Timur","Jatinegara, Jakarta Timur",2,1,38 m²," 650,000,000"
Apartemen 3+1KT Gading Resort Residence Kelapa Gading Furnish,"Kelapa Gading Barat, Jakarta Utara",3,2,105 m²," 1,600,000,000"
For Rent Apartment The 18th Residence Taman Rasuna,"Kuningan, Jakarta Selatan",2,1,62 m²," 1,400,000,000"
Apartemen Sudirman 3+1BR Tower Condominium Lt Tinggi Furnish Karet Semanggi,"Karet Semanggi, Jakarta Selatan",4,3,92 m²," 2,500,000,000"
"Apartemen Grand ITC Permata Hijau, Jakarta Selatan","Kebayoran Lama, Jakarta Selatan",3,3,140 m²," 2,800,000,000"
DiJual Apartment Oasis Residence Grand Penthouse,"Senen, Jakarta Pusat",4,4,417 m²," 11,000,000,000"
Dijual apartemen mewah di kemayoran jakarta pusat,"Kebayoran Lama, Jakarta Selatan",1,1,40 m²," 1,000,000,000"
PROMO oktober Apartemen Bassura City Type Studio-A.30-Nego,"Cipinang, Jakarta Timur",1,1,21 m²," 344,000,000"
Dijual Apartemen Setiabudi 2 Bed 104 m2 View Sudirman lt 11 Unfurnish,"SetiaBudi, Jakarta Selatan",3,3,104 m²," 2,800,000,000"
Miliki Apartemen Multifungsi Kantor luas 102.46m2 & Free PPN 25% @SOHO Pancoran,"Pancoran, Jakarta Selatan",1,2,102 m²," 2,800,000,000"
Apartemen dijual Sahid Sudirman 2+1 Bed 103m2 Full Furnish lt 37,"Tanah Abang, Jakarta Pusat",3,2,103 m²," 3,100,000,000"
Jual Apartemen essence darmawangsa di kebayoran baru jakarta selatan strategis,"Kebayoran Baru, Jakarta Selatan",4,3,168 m²," 3,000,000,000"
"Apartemen Dijual Pasar Baru, Luas 51,89 Meter, Kode :18157 Bn","Pasar Baru, Jakarta Pusat",2,1,51 m²," 1,500,000,000"
"For Sale     Apartemen Residence 8 Senopati, Sudirman JakSel","Kebayoran Baru, Jakarta Selatan",3,2,180 m²," 7,500,000,000"
DIJUAL APARTEMEN 1BR TANPA DP LOKASI JAK SEL,"Tanjung Barat, Jakarta Selatan",1,1,33 m²," 980,000,000"
DIJUAL Apartemen Casablanca Jakarta Selatan,"Casablanca, Jakarta Selatan",1,1,54 m²," 1,500,000,000"
Verde Two Jakarta 4BR + Study 460 m2 Full Furnish,"Kuningan, Jakarta Selatan",4,4,460 m²," 31,000,000,000"
FOR SALE AREA KEMANG,"Kemang, Jakarta Selatan",1,1,35 m²," 700,000,000"
APARTEMEN LOKASI STRATEGIS PANGERAN JAYAKARTA JAKARTA PUSAT 3 KAMAR.,"Sawah Besar, Jakarta Pusat",3,3,100 m²," 750,000,000"
APARTEMEN LRT DI JAKARTA TANPA DP,"Ciracas, Jakarta Timur",1,1,36 m²," 600,000,000"
Apartemen 4.5 lt private carport & taman hny 1M bs KPR River 8 Kalibata,"Kalibata, Jakarta Selatan",2,2,43 m²," 1,099,000,000"
apartement siap pakai,"Karet, Jakarta Selatan",1,1,35 m²," 550,000,000"
APARTEMEN GRAND EMERALD KELAPA GADING 2 KAMAR FURNISH SIAP HUNI,"Kelapa Gading, Jakarta Utara",2,1,35 m²," 350,000,000"
Apartemen Springhill T. Sandalwood 3KT 100m2 Golf Kemayoran,"Kemayoran, Jakarta Pusat",3,3,100 m²," 1,400,000,000"
Apartemen Grand Palace Kemayoran 3KT+3KM 95m2 Tower A Lt tinggi n897,"Kemayoran, Jakarta Pusat",3,3,95 m²," 850,000,000"
Jual apartemen Lavande Jakarta,"Tebet, Jakarta Selatan",1,1,48 m²," 1,000,000,000"
"(GA15620-BR)DIJUAL : Apartemen Puri Garden Twr a Lt18 siap nego, Jabar","Kembangan, Jakarta Barat",3,2,72 m²," 800,000,000"
Apartement Murah di Jakarta Utara,"Penjaringan, Jakarta Utara",1,1,21 m²," 300,000,000"
FOR SALE / RENT KEMPINSKI,"Menteng, Jakarta Pusat",2,2,127 m²," 6,500,000,000"
Apartemen Springhill Terrace Sandalwood Lt Rendah FF siap huni y045,"Kemayoran, Jakarta Pusat",1,1,38 m²," 675,000,000"
Hunian Modern Kemayoran,"Kemayoran, Jakarta Pusat",3,3,185 m²," 1,322,000,000"
Apartemen Amethyst Jakarta Pusat Furnish Tipe Studio Dekat Mall & KRL,"Sawah Besar, Jakarta Pusat",1,1,40 m²," 290,000,000"
Dijual Apartemen Green Palm Duri Kosambi MURAH 385jt lantai 16 lb.35m2 2BR,"Duri Kosambi, Jakarta Barat",2,1,35 m²," 385,000,000"
Apt pasar baru mansion bu huk,"Pasar Baru, Jakarta Pusat",2,1,55 m²," 750,000,000"
Full furnish Apartement Green Park View Jkt.Brt,"Cengkareng, Jakarta Barat",1,1,23 m²," 370,000,000"
APART MEDITERANIA GAJAH MADA HAYAM WURUK 3BR SEMI FURNISH.,"Taman Sari, Jakarta Barat",3,2,65 m²," 675,000,000"
Jual Apartemen Galery West Residence 3M ng Lt Tinggi 2BR+1 y051,"Kebon Jeruk, Jakarta Barat",2,2,97 m²," 3,000,000,000"
Dijual Apartemen 2 BR Kuningan City 3.5 M ng Full Furnish Bagus Lantai rendah,"SetiaBudi, Jakarta Selatan",2,2,72 m²," 3,500,000,000"
Apartemen 2+1KT Murah Furnish Gading Resort Residence Kelapa Gading,"Kelapa Gading Barat, Jakarta Utara",3,3,105 m²," 1,550,000,000"
APARTEMEN STRATEGIS VIEW MALL,"Sunter, Jakarta Utara",2,1,36 m²," 575,000,000"
"Quiet Neighborhood Apartment, Brand New Unit, is Offered to New Owner","Menteng, Jakarta Pusat",2,1,58 m²," 3,000,000,000"
"Best Offers for New, Fully-furnished Apartment in South Jakarta","Fatmawati, Jakarta Selatan",2,2,66 m²," 1,800,000,000"
1 Bedroom Brand New Unit in Dragon Head Route is Offered to New Owner,"Puri Indah, Jakarta Barat",1,1,37 m²," 1,500,000,000"
Luxurious 3-Bedroom Unit in Kemang is Offered with Special Price,"Kemang, Jakarta Selatan",3,2,204 m²," 6,300,000,000"
Dijual Unit 2 Kamar Siap Huni di Cosmo Mansion Thamrin,"Thamrin, Jakarta Pusat",2,1,70 m²," 1,800,000,000"
Turun Harga - Apartemen 2 Kamar Tidur Siap Huni di Jakarta Selatan,"Cilandak Barat, Jakarta Selatan",2,1,58 m²," 1,450,000,000"
"Dijual Unit 3 Kamar Furnished, Middle Floor, di Ambassador Kuningan","Kuningan, Jakarta Selatan",3,2,118 m²," 2,500,000,000"
New Royal Tower lantai 21 Full Furnished TERMURAH (2 kamar) St Moritz Puri indah,"Puri Indah, Jakarta Barat",2,1,90 m²," 3,200,000,000"
New Royal Tower lantai 23 Full Furnished MURAH (2 kamar) St Moritz Puri indah,"Puri Indah, Jakarta Barat",2,1,84 m²," 2,000,000,000"
"Royal Tower lantai 37 FULL FURNISHED TERMURAH (112 sqm, 3 kamar) St Moritz Puri","Puri Indah, Jakarta Barat",3,2,112 m²," 3,500,000,000"
Apartemen 3 BR di Jakarta utara lokasi sangat strategis,"Ancol, Jakarta Utara",3,3,79 m²," 900,000,000"
Dijual apartement Greenbay 2 br,Jakarta Utara,2,1,36 m²," 450,000,000"
Royal Tower lantai 20 Full Furnished MEWAH (3 kamar) St Moritz Puri indah Jkt,"Puri Indah, Jakarta Barat",3,2,112 m²," 4,500,000,000"
"Dijual Cepat Apartemen Puri Mansion, View Pool","Kembangan, Jakarta Barat",3,2,68 m²," 1,330,000,000"
SPRINGHILL KEMAYORAN JAKARTA PUSAT,"Kemayoran, Jakarta Pusat",2,2,111 m²," 2,775,000,000"
Thamrin Executive ( Type studio ) Jakarta,"Tanah Abang, Jakarta Pusat",1,1,45 m²," 1,200,000,000"
JUAL APARTEMEN HAMPTON PARK UNIT BANYAK,"Cilandak, Jakarta Selatan",2,1,108 m²," 2,450,000,000"
Buka Harga mulai 2milyar! HAMPTON PARK JAKARTA LUAS 95,"Cilandak, Jakarta Selatan",3,2,95 m²," 2,800,000,000"
Jual Cepat - Harga nego PERMATA HIJAU PUTIH,"Permata Hijau, Jakarta Selatan",2,1,150 m²," 4,500,000,000"
Apartment Padina Soho & Residence Cicilan 1.5juta/bulan Siap HUNI,"Daan Mogot, Jakarta Barat",1,1,24 m²," 629,000,000"
DIJUAL APARTMENT CANTIK & MURAH DEKAT  KELAPA GADING,"Pulo Gadung, Jakarta Timur",2,1,42 m²," 800,000,000"
"Dijual Apartemen Puri Garden 3BR, 71m2",Jakarta Barat,3,2,71 m²," 1,100,000,000"
apartemen mewah,"Kemayoran, Jakarta Pusat",1,1,40 m²," 1,000,000,000"
"Dijual Apartement Premium, Jaksel","Tebet, Jakarta Selatan",1,1,34 m²," 1,500,000,000"
Dijual Murah Apartemen Kempinski Tipe 2 Kamar Tidur Full Furnished,"Menteng, Jakarta Pusat",2,2,123 m²," 4,500,000,000"
Dijual Apartemen Kemang Village Tipe 2 Kamar Tidur Siap Huni,"Kemang, Jakarta Selatan",2,2,110 m²," 2,750,000,000"
Dijual apartemen gading resort View Terbagus cahaya terang Kelapa Gading,"Kelapa Gading, Jakarta Utara",4,3,105 m²," 1,800,000,000"
Dijual Apartemen Anandamaya Sudirman Tower 1 Tanah Abang,"Tanah Abang, Jakarta Pusat",3,3,267 m²," 22,000,000,000"
Apartemen dijual Kuningan City lt.19 2BR view Mega Kuningan Good Price,"Karet Kuningan, Jakarta Selatan",2,1,70 m²," 2,600,000,000"
Apartemen 3+1KT Gading Resort Residence Kelapa Gading Tower D Murah,"Kelapa Gading Barat, Jakarta Utara",4,3,105 m²," 1,700,000,000"
Apartemen 2 kamar 2.5M ng Springhill Royale Suites Queen Suites Lantai Tinggi,"Pademangan Timur, Jakarta Utara",2,2,101 m²," 2,500,000,000"
FOR SALE AREA TAMAN ANGGREK,"Grogol Petamburan, Jakarta Barat",2,1,88 m²," 2,000,000,000"
Jual Aston Lippo Sudirman Jakarta - Apartemen,"Sudirman, Jakarta Selatan",4,2,110 m²," 3,300,000,000"
JUAL APARTEMEN PERMATA HIJAU PUTIH 150sqm TERMURAH,"Kebayoran Lama, Jakarta Selatan",3,2,117 m²," 4,500,000,000"
NEW PHR (PERMATA HIJAU RESIDENCE) 4+1BR,"Permata Hijau, Jakarta Selatan",5,3,212 m²," 6,000,000,000"
LUAS 212 HANYA 6M - Permata Hijau Residence,"Permata Hijau, Jakarta Selatan",5,4,212 m²," 6,000,000,000"
Jual apartemen Senayan City,"Kebayoran Baru, Jakarta Selatan",3,1,178 m²," 8,800,000,000"
Dijual Apartemen Casa Grande 2BR Tower Montana View Pool,"Tebet, Jakarta Selatan",2,3,76 m²," 2,300,000,000"
Apartement Ciputra World 2 Kuningan Jakarta  2 Bedrooms  Unfurnished,"Tebet, Jakarta Selatan",2,2,78 m²," 2,900,000,000"
DIJUAL BU APARTEMENT TAMAN ANGGREK RESIDENCES 1+1BR 50sqm,"Tanjung Duren, Jakarta Barat",1,1,50 m²," 1,440,000,000"
Apartemen 2 Kamar Tidur Full Furnish Hanya 5JT Langsung Akad,"Pulo Gadung, Jakarta Timur",2,1,42 m²," 700,000,000"
Apartement murah belakang pondok indah (Tanpa DP & Siap Huni),Jakarta Selatan,1,1,21 m²," 300,000,000"
"3 Bedroom Unit, in Private Floor at Kemang Village is Offered to New Owner","Kemang, Jakarta Selatan",3,3,220 m²," 9,000,000,000"
Penawaran Istimewa Unit 2 Kamar di Sudirman Park - Siap Dipinang Pemilik Baru,"KH Mas Mansyur, Jakarta Pusat",2,1,47 m²," 1,400,000,000"
Luxury Apartment in the Heart of Golden Triangle Jakarta,"Kuningan, Jakarta Selatan",2,2,177 m²," 8,900,000,000"
Unit Loft 1 Kamar di Area Menteng Khusus Ditawarkan untuk Pemilik Baru,"Menteng, Jakarta Pusat",1,1,29 m²," 1,750,000,000"
Dijual Apartment Siap Huni Di Casablanca East Residences Pondok Bambu Jakarta Ti,"Pondok Bambu, Jakarta Timur",3,2,66 m²," 700,000,000"
DIjual Apartment Greenlake Sunter Southern Tower,"Tanjung Priok, Jakarta Utara",2,1,42 m²," 520,000,000"
Dijual apartemen golf kemayoran the mansion golf,"Kemayoran, Jakarta Pusat",2,1,76 m²," 1,300,000,000"
FOR SALE     APARTEMEN DISTRIC 8 SENOPATI SCBD (ASHTA MALL),"Kebayoran Baru, Jakarta Selatan",1,2,153 m²," 9,800,000,000"
DIJUAL APARTEMEN 3BR THE PEAK SUDIRMAN,"Kuningan, Jakarta Selatan",3,2,156 m²," 4,500,000,000"
Apartement kebagusan City semi furnished,"Pasar Minggu, Jakarta Selatan",2,1,156 m²," 530,000,000"
Dijual Murah Kemang Mansion Tipe Studio Nego Sampai Deal,"Kemang, Jakarta Selatan",1,1,60 m²," 1,550,000,000"
"Apartemen Grand Madison 3 BR Siap Huni, bisa cicil 36x","Tomang, Jakarta Barat",3,3,106 m²," 3,500,000,000"
Apartmen Premium Jakarta Pusat,"Kemayoran, Jakarta Pusat",1,1,73 m²," 1,300,000,000"
Apartemen dijual Westmark Studio lt 23 view Taman Anggrek Full Furnish,"Grogol Petamburan, Jakarta Barat",1,1,29 m²," 750,000,000"
Apartemen Dijual Pasar Baru Mansion lt 9 view Monas 2BR Unfurnish n688,"Pasar Baru, Jakarta Pusat",2,1,49 m²," 799,000,000"
Rumah Gading Pandawa dijual 6x20 hdp Timur 3Kt Kelapa Gading - Pelepah Hijau,"Kelapa Gading, Jakarta Utara",3,2,150 m²," 2,800,000,000"
Dijual Apartemen Sherwood T. Regent 158m2 3KT Pool bs KPR n780,"Kelapa Gading, Jakarta Utara",4,3,158 m²," 3,700,000,000"
Office fontana bu,"Pademangan Timur, Jakarta Utara",2,1,45 m²," 1,100,000,000"
"JUAL CEPAY APRT OSAKA STUDIO BRAND NEW, TERMURAH HANYA 180 JT","Pantai Indah Kapuk, Jakarta Utara",1,1,14 m²," 180,000,000"
FOR SALE AREA KEMANG,"Kemang, Jakarta Selatan",3,2,132 m²," 3,500,000,000"
"Royal Tower lantai 10 Full Furnished TERMURAH (82 sqm, 2 kamar) St Moritz Puri","Puri Indah, Jakarta Barat",2,1,82 m²," 2,185,000,000"
Apartemen Bassura 2 Bedroom,"Jatinegara, Jakarta Timur",1,1,34 m²," 560,000,000"
"Apartment St.Moritz New Presidential 51J1 Private Jacuzzi (3 kamar), Puri indah","Puri Indah, Jakarta Barat",3,2,172 m²," 5,500,000,000"
Presidential Tower lantai 29 Full Furnished MURAH (3 kamar) St Moritz Puri indah,"Puri Indah, Jakarta Barat",3,2,158 m²," 5,500,000,000"
Dijual Cepat Apartemen Studio Tokyo Funish Harga 300jt Nego,"Pantai Indah Kapuk, Jakarta Utara",1,1,321 m²," 300,000,000"
Dijual Unit 2 Kamar Lengkap Siap Huni Strategis Dekat ke Senayan,"Kebayoran Lama, Jakarta Selatan",2,1,41 m²," 1,000,000,000"
Luxurios Apartment - A Hidden Gem In The Heart Of City,"Thamrin, Jakarta Pusat",4,4,554 m²," 38,780,000,000"
2 Bedrooms Unit in the Heart of SCBD is Offered to New Owner,"Sudirman, Jakarta Selatan",2,2,123 m²," 4,400,000,000"
apartemen mewah,"Kemayoran, Jakarta Pusat",1,1,40 m²," 1,000,000,000"
apartemen mewah dengan View Golf,"Kemayoran, Jakarta Pusat",1,1,40 m²," 1,000,000,000"
Dijual murah Apartemen St. Moritz Puri kembangan,"Kembangan, Jakarta Barat",2,2,96 m²," 2,800,000,000"
Dijual Apertemen Exclusive Permata Hijau Residence - 4 BR Furnished,"Permata Hijau, Jakarta Selatan",4,4,212 m²," 4,900,000,000"
FOR SALE APARTMENT BASURA CITY 2 KAMAR/HARGA MIRING.,"Jatinegara, Jakarta Timur",2,1,34 m²," 635,000,000"
"Apartment St.Moritz New Presidential 51J1 Private Jacuzzi (3 kamar), Puri indah","Puri Indah, Jakarta Barat",3,2,172 m²," 5,500,000,000"
Presidential Tower lantai 29 Full Furnished MURAH (3 kamar) St Moritz Puri indah,"Puri Indah, Jakarta Barat",3,2,158 m²," 5,500,000,000"
Dijual Cepat Apartemen Studio Tokyo Funish Harga 300jt Nego,"Pantai Indah Kapuk, Jakarta Utara",1,1,321 m²," 300,000,000"
Apartemen Premium di Kemayoran Jakarta pusat View Golf,"Kemayoran, Jakarta Pusat",2,2,93 m²," 2,300,000,000"
DI JUAL APARTEMEN MAJESTIC POINT SERPONG FULL FURNISHED SIAP HUNI,"Kelapa Gading, Jakarta Utara",1,1,29 m²," 445,000,000"
apartemen mewah,"Kemayoran, Jakarta Pusat",1,1,40 m²," 1,000,000,000"
apartemen mewah dengan View Golf,"Kemayoran, Jakarta Pusat",1,1,40 m²," 1,000,000,000"
Admiralty Residence 2BR Unfurnished Cilandak Jakarta Selatan,"Cilandak, Jakarta Selatan",2,2,92 m²," 1,750,000,000"
APARTEMEN SUPERBLOK MOI KELAPA GADING 2 KAMAR SHM SIAP HUNI,"Kelapa Gading, Jakarta Utara",2,1,45 m²," 725,000,000"
Dijual Murah Apartemen Marbella Tipe 2 Kamar Tidur NEGO SAMPAI DEAL,"Bangka, Jakarta Selatan",2,1,66 m²," 1,000,000,000"
Dijual Murah Apartemen Essence Tipe 3 Kamar Harga Nego Sampai Deal,"Cipete, Jakarta Selatan",3,2,136 m²," 3,350,000,000"
Dijual Harga Miring Apartemen Permata Hijau Gedung Putih,"Permata Hijau, Jakarta Selatan",2,2,125 m²," 2,950,000,000"
Dijual Murah Apartemen Kemang Village Tipe 2 Bedroom Siap Huni,"Kemang, Jakarta Selatan",2,2,94 m²," 2,200,000,000"
Dijual Apartemen Sherwood 122 m2 Wellington 3KT Pool lt 20 n781,"Kelapa Gading, Jakarta Utara",4,3,122 m²," 2,500,000,000"
Apartemen 3+1 KT Sherwood Residence Kelapa Gading Tower Wellington lantai Tinggi,"Kelapa Gading Barat, Jakarta Utara",4,3,155 m²," 3,850,000,000"
Apartemen Senayan Residence 5.35 M nego Twr 2 Private lift,"Kebayoran Lama, Jakarta Selatan",2,2,151 m²," 5,350,000,000"
Dijual Apartemen St. Moritz Tower New Royal 88 m2 MURAH,"Kembangan, Jakarta Barat",2,1,88 m²," 2,900,000,000"
Apartemen Bellezza Permata Hijau 3 kamar Furnish mewah 3.9M ng Twr Louvre y050,"Kebayoran Lama, Jakarta Selatan",3,3,156 m²," 3,900,000,000"
Jual Apartemen Casa Grande Residences 2 Furnish Bagus Bella 2BR y048,"Menteng Dalam, Jakarta Selatan",2,2,88 m²," 3,900,000,000"
Apartemen dijual The Mansion Kemayoran Bougenville Murah 2 BR View Golf Bagus,"Pademangan, Jakarta Utara",2,1,48 m²," 850,000,000"
